sheet,geography,resource,year,normalized_quantity,normalized_unit,source_title,source_url,citation_locator,note,evidence_scope,target_match_status,slot_support_status,localization_discount,validation_note
Limpopo,"Mato Grosso do Sul
STATE_MATO_GROSSO
Vanilla name: STATE_MATO_GROSSO",Livestock Ranch,2003,25418846.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Mato Grosso do Sul, maximum available annual herd total in 2003.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Mato Grosso do Sul
STATE_MATO_GROSSO
Vanilla name: STATE_MATO_GROSSO",Maize Farm,2023,13443031.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Mato Grosso do Sul, maximum available annual quantity 2023.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Mato Grosso do Sul
STATE_MATO_GROSSO
Vanilla name: STATE_MATO_GROSSO",Tobacco Plantation,1993,16.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Tobacco Plantation, state Mato Grosso do Sul, maximum available annual quantity 1993.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Mato Grosso do Sul
STATE_MATO_GROSSO
Vanilla name: STATE_MATO_GROSSO",Banana Plantation,2001,32094.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Banana Plantation, state Mato Grosso do Sul, maximum available annual quantity 2001.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Mato Grosso do Sul
STATE_MATO_GROSSO
Vanilla name: STATE_MATO_GROSSO",Cotton Plantation,2012,221224.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Cotton Plantation, state Mato Grosso do Sul, maximum available annual quantity 2012.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Goiás
STATE_GOIAS
Vanilla name: STATE_GOIAS",Livestock Ranch,2022,24585836.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Goiás, maximum available annual herd total in 2022.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Goiás
STATE_GOIAS
Vanilla name: STATE_GOIAS",Maize Farm,2023,14460846.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Goiás, maximum available annual quantity 2023.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Goiás
STATE_GOIAS
Vanilla name: STATE_GOIAS",Tobacco Plantation,1974,3671.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Tobacco Plantation, state Goiás, maximum available annual quantity 1974.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Goiás
STATE_GOIAS
Vanilla name: STATE_GOIAS",Banana Plantation,2020,221539.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Banana Plantation, state Goiás, maximum available annual quantity 2020.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Goiás
STATE_GOIAS
Vanilla name: STATE_GOIAS",Cotton Plantation,2004,469794.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Cotton Plantation, state Goiás, maximum available annual quantity 2004.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Formosa Province
STATE_FORMOSA
Vanilla name: STATE_FORMOSA",Livestock Ranch,2002,1571665.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Formosa; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Formosa Province
STATE_FORMOSA
Vanilla name: STATE_FORMOSA",Maize Farm,2017,298549.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Formosa Province; crop Maíz; maximum reported production campaign ending 2017.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Formosa Province
STATE_FORMOSA
Vanilla name: STATE_FORMOSA",Cotton Plantation,1977,48000.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Formosa Province; crop Algodón; maximum reported production campaign ending 1977.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Chaco Province
STATE_CHACO
Vanilla name: STATE_CHACO",Livestock Ranch,2002,2323121.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Chaco; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Chaco Province
STATE_CHACO
Vanilla name: STATE_CHACO",Maize Farm,2016,513689.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Chaco Province; crop Maíz; maximum reported production campaign ending 2016.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Chaco Province
STATE_CHACO
Vanilla name: STATE_CHACO",Cotton Plantation,2013,117800.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Chaco Province; crop Algodón; maximum reported production campaign ending 2013.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Queensland
STATE_QUEENSLAND
Vanilla name: STATE_QUEENSLAND",Livestock Ranch,2014,18881816.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Queensland; cattle max year 2014, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Livestock Ranch,2013,24522653.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Minas Gerais, maximum available annual herd total in 2013.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Maize Farm,2023,8296982.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Minas Gerais, maximum available annual quantity 2023.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Tobacco Plantation,1975,25847.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Tobacco Plantation, state Minas Gerais, maximum available annual quantity 1975.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Banana Plantation,2024,847752.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Banana Plantation, state Minas Gerais, maximum available annual quantity 2024.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Cotton Plantation,1985,225433.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Cotton Plantation, state Minas Gerais, maximum available annual quantity 1985.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Mpm_ESW,"São Paulo
STATE_SAO_PAULO
Vanilla name: STATE_SAO_PAULO",Livestock Ranch,2003,14405878.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state São Paulo, maximum available annual herd total in 2003.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"São Paulo
STATE_SAO_PAULO
Vanilla name: STATE_SAO_PAULO",Maize Farm,2017,5178871.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state São Paulo, maximum available annual quantity 2017.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"São Paulo
STATE_SAO_PAULO
Vanilla name: STATE_SAO_PAULO",Sugar Plantation,2017,450424570.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Sugar Plantation, state São Paulo, maximum available annual quantity 2017.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"São Paulo
STATE_SAO_PAULO
Vanilla name: STATE_SAO_PAULO",Tobacco Plantation,1978,5140.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Tobacco Plantation, state São Paulo, maximum available annual quantity 1978.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"São Paulo
STATE_SAO_PAULO
Vanilla name: STATE_SAO_PAULO",Banana Plantation,2011,1354528.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Banana Plantation, state São Paulo, maximum available annual quantity 2011.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"São Paulo
STATE_SAO_PAULO
Vanilla name: STATE_SAO_PAULO",Cotton Plantation,1988,714119.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Cotton Plantation, state São Paulo, maximum available annual quantity 1988.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Paraná
STATE_PARANA
Vanilla name: STATE_PARANA",Livestock Ranch,2004,10863021.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Paraná, maximum available annual herd total in 2004.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Paraná
STATE_PARANA
Vanilla name: STATE_PARANA",Maize Farm,2023,17884646.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Paraná, maximum available annual quantity 2023.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Paraná
STATE_PARANA
Vanilla name: STATE_PARANA",Sugar Plantation,2009,53831791.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Sugar Plantation, state Paraná, maximum available annual quantity 2009.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Paraná
STATE_PARANA
Vanilla name: STATE_PARANA",Tobacco Plantation,2017,192737.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Tobacco Plantation, state Paraná, maximum available annual quantity 2017.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Paraná
STATE_PARANA
Vanilla name: STATE_PARANA",Banana Plantation,2013,280458.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Banana Plantation, state Paraná, maximum available annual quantity 2013.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Paraná
STATE_PARANA
Vanilla name: STATE_PARANA",Cotton Plantation,1985,1035661.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Cotton Plantation, state Paraná, maximum available annual quantity 1985.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Queensland
STATE_QUEENSLAND
Vanilla name: STATE_QUEENSLAND",Livestock Ranch,2014,18881816.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Queensland; cattle max year 2014, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Queensland
STATE_QUEENSLAND
Vanilla name: STATE_QUEENSLAND",Sugar Plantation,2022,31260167.0,t output,"Australian Agriculture: Broadacre Crops, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-broadacre-crops/2023-24/AABDC_Sugarcane_202324.xlsx,"Table 1, Sugarcane for processing - Levied production (t); row Queensland; max available year 2022.",ABS official state and territory series; maximum available series value used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Santa Catarina
STATE_SANTA_CATARINA
Vanilla name: STATE_SANTA_CATARINA",Livestock Ranch,2023,4924858.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Santa Catarina, maximum available annual herd total in 2023.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Santa Catarina
STATE_SANTA_CATARINA
Vanilla name: STATE_SANTA_CATARINA",Maize Farm,2003,4310934.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Santa Catarina, maximum available annual quantity 2003.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Santa Catarina
STATE_SANTA_CATARINA
Vanilla name: STATE_SANTA_CATARINA",Sugar Plantation,1988,1206254.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Sugar Plantation, state Santa Catarina, maximum available annual quantity 1988.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Santa Catarina
STATE_SANTA_CATARINA
Vanilla name: STATE_SANTA_CATARINA",Tobacco Plantation,2004,284825.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Tobacco Plantation, state Santa Catarina, maximum available annual quantity 2004.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Santa Catarina
STATE_SANTA_CATARINA
Vanilla name: STATE_SANTA_CATARINA",Banana Plantation,2024,725610.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Banana Plantation, state Santa Catarina, maximum available annual quantity 2024.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Livestock Ranch,2013,24522653.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Minas Gerais, maximum available annual herd total in 2013.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Maize Farm,2023,8296982.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Minas Gerais, maximum available annual quantity 2023.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Sugar Plantation,2024,83764720.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Sugar Plantation, state Minas Gerais, maximum available annual quantity 2024.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Tobacco Plantation,1975,25847.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Tobacco Plantation, state Minas Gerais, maximum available annual quantity 1975.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Banana Plantation,2024,847752.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Banana Plantation, state Minas Gerais, maximum available annual quantity 2024.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Cotton Plantation,1985,225433.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Cotton Plantation, state Minas Gerais, maximum available annual quantity 1985.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Misiones Province
STATE_CORRIENTES
Vanilla name: STATE_CORRIENTES",Livestock Ranch,2002,356225.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Misiones; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Misiones Province
STATE_CORRIENTES
Vanilla name: STATE_CORRIENTES",Maize Farm,2019,54000.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Misiones Province; crop Maíz; maximum reported production campaign ending 2019.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Misiones Province
STATE_CORRIENTES
Vanilla name: STATE_CORRIENTES",Sugar Plantation,1986,162000.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Misiones Province; crop Caña de azúcar; maximum reported production campaign ending 1986.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"Misiones Province
STATE_CORRIENTES
Vanilla name: STATE_CORRIENTES",Cotton Plantation,1989,1210.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Misiones Province; crop Algodón; maximum reported production campaign ending 1989.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
